titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina
Mercedes Benz A200 2018|autos|hatchback|Mercedes Benz|A200|2018|US$ 17,500|"Gasolina|Automática
Kilometraje:
50,200 Kms
Lima, Lima
GARANTÍA DIVEMOTOR"|Gasolina|Automática||50200|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-a200-2018-1850410|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Hyundai I20 2024|autos|hatchback|Hyundai|I20|2024|US$ 15,490|"Gas GNV|Automática
Kilometraje:
6,200 Kms
Lima, Lima
ENTREGA INMEDIATA"|Gas Gnv|Automática||6200|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-i20-2024-1849445|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Suzuki Swift 2023|autos|hatchback|Suzuki|Swift|2023|US$ 13,900|"Gas GLP|Automática
Kilometraje:
18,270 Kms
Lima, Lima
SUZUKI SWIFT"|Gas Glp|Automática||18270|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/suzuki-swift-2023-1852580|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Mercedes Benz A200 2022|autos|hatchback|Mercedes Benz|A200|2022|US$ 30,900|"Gasolina|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|Gasolina|Automática|Secuencial|7000|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/mercedes-benz-a200-2022-1853916|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Kia Picanto 2026|autos|hatchback|Kia|Picanto|2026|US$ 15,900|"Gasolina|Automática - Secuencial
Kilometraje:
150 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|150|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/kia-picanto-2026-1850443|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Citroen C-3 2024|autos|hatchback|Citroen|C-3|2024|US$ 16,000|"Gasolina|Mecánica
Kilometraje:
3,300 Kms
Lima, Lima"|Gasolina|Mecánica||3300|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/citroen-c-3-2024-1852901|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=1
Fiat Mobi 2023|autos|hatchback|Fiat|Mobi|2023|US$ 10,400|"Gasolina|Mecánica
Kilometraje:
34,500 Kms
Lima, Lima
Trekking 1.0 M/T, GARANTÍA Y SERVICIOS DIVEMOTOR"|Gasolina|Mecánica||34500|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/fiat-mobi-2023-1852310|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Honda Fit 2015|autos|hatchback|Honda|Fit|2015|US$ 11,990|"Gasolina|Automática
Kilometraje:
46,000 Kms
Lima, Lima
¡ENTREGA INMEDIATA!"|Gasolina|Automática||46000|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/honda-fit-2015-1852808|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Kia Rio 2023|autos|hatchback|Kia|Rio|2023|US$ 15,690|"Gas GNV|Mecánica
Kilometraje:
38,953 Kms
Lima, Lima"|Gas Gnv|Mecánica||38953|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/kia-rio-2023-1854387|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Cooper S 2025|autos|hatchback|Mini|Cooper S|2025|US$ 39,500|"Gasolina|Automática
Kilometraje:
7,252 Kms
Lima, Lima
MINI COOPER S HATCHBACK 3DR 2025"|Gasolina|Automática||7252|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mini-cooper-s-2025-1848941|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mercedes Benz A45 Amg 2018|autos|hatchback|Mercedes Benz|A45 Amg|2018|US$ 31,900|"Gasolina|Automática
Kilometraje:
54,000 Kms
Lima, Lima"|Gasolina|Automática||54000|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mercedes-benz-a45-amg-2018-1851611|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Honda City 2022|autos|hatchback|Honda|City|2022|US$ 18,300|"Gasolina|Automática
Kilometraje:
27,140 Kms
Lima, Lima"|Gasolina|Automática||27140|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-city-2022-1848567|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Clubman 2023|autos|hatchback|Mini|Clubman|2023|US$ 35,991|"Gasolina|Automática
Kilometraje:
13,649 Kms
Lima, Lima
MINI Clubman Cooper S"|Gasolina|Automática||13649|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-clubman-2023-1840914|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Subaru Impreza Sport 2025|autos|hatchback|Subaru|Impreza Sport|2025|US$ 26,000|"Gasolina|Automática
Kilometraje:
8,070 Kms
Lima, Lima
SUBARU IMPREZA SPORT TURBO LIMITED AÑO 2025"|Gasolina|Automática||8070|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/subaru-impreza-sport-2025-1853523|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Hyundai Ioniq 2022|autos|hatchback|Hyundai|Ioniq|2022|US$ 25,000|"Eléctrico|Automática
Kilometraje:
73,730 Kms
Lima, Lima"|Eléctrico|Automática||73730|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-ioniq-2022-1853927|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Hatch 3dr 2023|autos|hatchback|Mini|Hatch 3dr|2023|US$ 29,991|"Eléctrico|Automática
Kilometraje:
18,084 Kms
Lima, Lima
MINI HATCH 3DR COOPER SE Eléctrico"|Eléctrico|Automática||18084|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2023-1849713|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Bmw M135i 2023|autos|hatchback|BMW|M135i|2023|US$ 45,991|"Gasolina|Automática
Kilometraje:
6,151 Kms
Lima, Lima
BMW M135i XDrive"|Gasolina|Automática||6151|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-m135i-2023-1830903|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Aceman 2025|autos|hatchback|Mini|Aceman|2025|US$ 43,991|"Eléctrico|Automática
Kilometraje:
3,984 Kms
Lima, Lima
MINI ACEMAN ELÉCTRICO"|Eléctrico|Automática||3984|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-aceman-2025-1842219|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Hatch 3dr 2025|autos|hatchback|Mini|Hatch 3dr|2025|US$ 37,991|"Gasolina|Automática
Kilometraje:
3,076 Kms
Lima, Lima
MINI HATCH 3DR COOPER S"|Gasolina|Automática||3076|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2025-1841284|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Audi A3 Sportback 2019|autos|hatchback|Audi|A3 Sportback|2019|US$ 20,900|"Gasolina|Automática
Kilometraje:
47,900 Kms
Lima, Lima"|Gasolina|Automática||47900|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/audi-a3-sportback-2019-1853559|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Hatch 3dr 2018|autos|hatchback|Mini|Hatch 3dr|2018|US$ 18,991|"Gasolina|Mecánica
Kilometraje:
50,738 Kms
Lima, Lima
MINI HATCH 3DR COOPER"|Gasolina|Mecánica||50738|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2018-1846143|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Bmw M135i 2023|autos|hatchback|BMW|M135i|2023|US$ 43,991|"Gasolina|Automática
Kilometraje:
12,102 Kms
Lima, Lima
BMW M135i XDrive"|Gasolina|Automática||12102|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-m135i-2023-1812603|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Audi A3 Sportback 2020|autos|hatchback|Audi|A3 Sportback|2020|US$ 20,900|"Gasolina|Automática
Kilometraje:
61,000 Kms
Arequipa, Arequipa"|Gasolina|Automática||61000|Arequipa, Arequipa|[]|https://neoauto.com/auto/seminuevo/audi-a3-sportback-2020-1842982|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Aceman 2025|autos|hatchback|Mini|Aceman|2025|US$ 43,991|"Eléctrico|Automática
Kilometraje:
259 Kms
Lima, Lima
MINI ACEMAN ELÉCTRICO"|Eléctrico|Automática||259|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-aceman-2025-1842710|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Kia Picanto 2022|autos|hatchback|Kia|Picanto|2022|US$ 11,990|"Gasolina|Mecánica
Kilometraje:
11,500 Kms
Lima, Lima"|Gasolina|Mecánica||11500|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/kia-picanto-2022-1841634|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Mini Hatch 5dr 2022|autos|hatchback|Mini|Hatch 5dr|2022|US$ 24,991|"Gasolina|Automática
Kilometraje:
10,239 Kms
Lima, Lima
MINI HATCH 5DR COOPER"|Gasolina|Automática||10239|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-hatch-5dr-2022-1850890|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=2
Bmw M135i 2017|autos|hatchback|BMW|M135i|2017|US$ 24,900|"Gasolina|Automática - Secuencial
Kilometraje:
55,000 Kms
Arequipa, Arequipa"|Gasolina|Automática|Secuencial|55000|Arequipa, Arequipa|[]|https://neoauto.com/auto/seminuevo/bmw-m135i-2017-1845997|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Mazda 3 Sport 2021|autos|hatchback|Mazda|3 Sport|2021|US$ 18,500|"Gasolina|Mecánica
Kilometraje:
32,907 Kms
Lima, Lima
MAZDA 3 PRIME 2.O MT 2020 BLANCO M/T HB 32907 $18,500.00"|Gasolina|Mecánica||32907|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mazda-3-sport-2021-1838490|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Mini Hatch 3dr 2024|autos|hatchback|Mini|Hatch 3dr|2024|US$ 32,991|"Eléctrico|Automática
Kilometraje:
3,431 Kms
Lima, Lima
MINI HATCH 3DR COOPER SE Eléctrico"|Eléctrico|Automática||3431|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2024-1850667|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Bmw 120i 2016|autos|hatchback|BMW|120i|2016|US$ 12,900|"Gasolina|Automática - Secuencial
Kilometraje:
92,650 Kms
Arequipa, Arequipa"|Gasolina|Automática|Secuencial|92650|Arequipa, Arequipa|[]|https://neoauto.com/auto/seminuevo/bmw-120i-2016-1835720|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Citroen C4 Cactus 2024|autos|hatchback|Citroen|C4 Cactus|2024|US$ 16,900|"Gasolina|Automática - Secuencial
Kilometraje:
42 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|42|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/citroen-c4-cactus-2024-1852271|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Mini Hatch Jcw 2021|autos|hatchback|Mini|Hatch Jcw|2021|US$ 26,900|"Gasolina|Automática - Secuencial
Kilometraje:
38,836 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|38836|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mini-hatch-jcw-2021-1853481|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Citroen C-3 2024|autos|hatchback|Citroen|C-3|2024|US$ 12,900|"Gasolina|Automática - Secuencial
Kilometraje:
2,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|2000|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/citroen-c-3-2024-1848007|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
Mini John Cooper Works 2013|autos|hatchback|Mini|John Cooper Works|2013|US$ 16,500|"Gasolina|Mecánica
Kilometraje:
40,350 Kms
Lima, Lima"|Gasolina|Mecánica||40350|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mini-john-cooper-works-2013-1854486|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--hatchback?page=3
